P_끼임(Caught-in),P_절단·베임·찔림(Cut),P_추락·압착(Falls),P_물체에 맞음(Struck-by),P_전도·충돌(Trips/Struck-against),실제
0.12396751344203949,0.09013354033231735,0.3185708522796631,0.24130412936210632,0.22602400183677673,끼임(Caught-in)
0.14231781661510468,0.040640924125909805,0.28624603152275085,0.09202124178409576,0.4387739598751068,전도·충돌(Trips/Struck-against)
0.22208251059055328,0.08059389144182205,0.32276538014411926,0.21109552681446075,0.16346266865730286,끼임(Caught-in)
0.3654840290546417,0.2229558825492859,0.04587492346763611,0.24634034931659698,0.11934477835893631,물체에 맞음(Struck-by)
0.16983845829963684,0.19785954058170319,0.35173067450523376,0.14461849629878998,0.13595283031463623,추락·압착(Falls)
0.23640185594558716,0.31808075308799744,0.12677933275699615,0.22377830743789673,0.09495972841978073,끼임(Caught-in)
0.172481507062912,0.09634469449520111,0.1656235158443451,0.17454852163791656,0.39100176095962524,전도·충돌(Trips/Struck-against)
0.15592752397060394,0.056488100439310074,0.2983534336090088,0.3797495663166046,0.1094813272356987,추락·압착(Falls)
0.21313564479351044,0.06833602488040924,0.361057847738266,0.2531004548072815,0.10437002778053284,끼임(Caught-in)
0.30574771761894226,0.049592409282922745,0.26463010907173157,0.19657710194587708,0.18345266580581665,전도·충돌(Trips/Struck-against)
0.06857161968946457,0.04549853131175041,0.6543582081794739,0.05520316958427429,0.17636848986148834,전도·충돌(Trips/Struck-against)
0.09183266758918762,0.08984014391899109,0.5667769908905029,0.1503988355398178,0.10115139931440353,전도·충돌(Trips/Struck-against)
0.3781622648239136,0.0923975259065628,0.043589815497398376,0.25325801968574524,0.23259234428405762,전도·충돌(Trips/Struck-against)
0.2639768719673157,0.15540842711925507,0.029494041576981544,0.2885928750038147,0.26252779364585876,물체에 맞음(Struck-by)
0.3203697204589844,0.11709260940551758,0.11281457543373108,0.2861875891685486,0.1635354906320572,전도·충돌(Trips/Struck-against)
0.22787927091121674,0.5655035376548767,0.05553954839706421,0.10970752686262131,0.04137010499835014,끼임(Caught-in)
